# Teleporter X,Y,Z,Map,Dest X,Y,Z,Map,Back?
442,152,-38,TerMur,850,272,-11,TerMur,False
442,153,-38,TerMur,850,273,-11,TerMur,False
442,166,-38,TerMur,850,286,-11,TerMur,False
442,167,-38,TerMur,850,287,-11,TerMur,False
6141,1431,4,Trammel,6138,1408,2,Trammel,False
2618,977,5,Trammel,2727,2133,5,Trammel,True
4619,1203,0,Trammel,4622,1204,23,Trammel,False
4627,1207,20,Trammel,4633,1202,0,Trammel,False
1593,2488,17,Trammel,1600,2489,12,Trammel,False
1594,2488,17,Trammel,1600,2489,12,Trammel,False
1595,2488,17,Trammel,1600,2489,12,Trammel,False
5691,1348,0,Trammel,5690,1352,-26,Trammel,True
1166,2237,60,Trammel,1163,2205,0,Trammel,False
1165,2204,40,Trammel,1163,2211,60,Trammel,False
1163,2208,0,Trammel,1165,2214,19,Trammel,False
1163,2204,60,Trammel,1171,2202,0,Trammel,False
5926,145,22,Trammel,5970,147,22,Trammel,False
5926,146,22,Trammel,5970,147,22,Trammel,False
5926,147,22,Trammel,5970,147,22,Trammel,False
5926,148,22,Trammel,5970,147,22,Trammel,False
5926,149,22,Trammel,5970,147,22,Trammel,False
5933,146,22,Trammel,5970,147,22,Trammel,False
5933,145,22,Trammel,5970,147,22,Trammel,False
5933,149,22,Trammel,5970,147,22,Trammel,False
5944,148,22,Trammel,5970,147,22,Trammel,False
5944,147,22,Trammel,5970,147,22,Trammel,False
5944,146,22,Trammel,5970,147,22,Trammel,False
5944,145,22,Trammel,5970,147,22,Trammel,False
5944,144,22,Trammel,5970,147,22,Trammel,False
5955,148,22,Trammel,5970,147,22,Trammel,False
5955,146,22,Trammel,5970,147,22,Trammel,False
5955,145,22,Trammel,5970,147,22,Trammel,False
5955,144,22,Trammel,5970,147,22,Trammel,False
5955,149,22,Trammel,5970,147,22,Trammel,False
5955,150,22,Trammel,5970,147,22,Trammel,False
5963,146,22,Trammel,5970,147,22,Trammel,False
5963,145,22,Trammel,5970,147,22,Trammel,False
5963,144,22,Trammel,5970,147,22,Trammel,False
5933,147,22,Trammel,5970,147,22,Trammel,False
5963,148,22,Trammel,5970,147,22,Trammel,False
5963,147,22,Trammel,5970,147,22,Trammel,False
6044,226,44,Trammel,6041,204,22,Trammel,False
6039,204,22,Trammel,6050,227,44,Trammel,False
6115,176,0,Trammel,6107,176,0,Trammel,False
6107,179,0,Trammel,6124,155,0,Trammel,False
1013,1433,0,Trammel,5138,2016,0,Trammel,False
1013,1434,0,Trammel,5138,2016,0,Trammel,False
5139,2015,0,Trammel,1014,1434,0,Trammel,False
5139,2016,0,Trammel,1014,1434,0,Trammel,False
5139,2017,0,Trammel,1014,1434,0,Trammel,False
5132,1946,0,Trammel,5332,1379,0,Trammel,False
5133,1946,0,Trammel,5332,1379,0,Trammel,False
5134,1946,0,Trammel,5332,1379,0,Trammel,False
5135,1946,0,Trammel,5332,1379,0,Trammel,False
5329,1381,10,Trammel,5134,1947,0,Trammel,False
5330,1381,10,Trammel,5134,1947,0,Trammel,False
5331,1381,10,Trammel,5134,1947,0,Trammel,False
5332,1381,10,Trammel,5134,1947,0,Trammel,False
5333,1381,10,Trammel,5134,1947,0,Trammel,False
5334,1381,10,Trammel,5134,1947,0,Trammel,False
5363,1289,4,Trammel,5272,2041,4,Trammel,False
5364,1289,4,Trammel,5272,2041,4,Trammel,False
5272,2043,4,Trammel,5363,1290,4,Trammel,False
5273,2043,4,Trammel,5363,1290,4,Trammel,False
5827,593,0,Trammel,5690,569,25,Trammel,False
5829,593,0,Trammel,5690,569,25,Trammel,False
5871,531,15,Trammel,5690,569,25,Trammel,False
5870,530,15,Trammel,5690,569,25,Trammel,False
5871,530,15,Trammel,5690,569,25,Trammel,False
5870,531,15,Trammel,5690,569,25,Trammel,False
5867,528,15,Trammel,5703,639,0,Trammel,False
5868,528,15,Trammel,5703,639,0,Trammel,False
5868,529,15,Trammel,5703,639,0,Trammel,False
5867,529,15,Trammel,5703,639,0,Trammel,False
5705,625,0,Trammel,5703,639,0,Trammel,False
5698,662,0,Trammel,5793,527,10,Trammel,False
5733,554,20,Trammel,5829,595,0,Trammel,False
5690,569,25,Trammel,5829,595,0,Trammel,False
6141,1431,4,Felucca,6138,1408,2,Felucca,False
2618,977,5,Felucca,2727,2133,5,Felucca,True
4619,1203,0,Felucca,4622,1204,23,Felucca,False
4627,1207,20,Felucca,4633,1202,0,Felucca,False
1593,2488,17,Felucca,1600,2489,12,Felucca,False
1594,2488,17,Felucca,1600,2489,12,Felucca,False
1595,2488,17,Felucca,1600,2489,12,Felucca,False
5691,1348,0,Felucca,5690,1352,-26,Felucca,True
1166,2237,60,Felucca,1163,2205,0,Felucca,False
1165,2204,40,Felucca,1163,2211,60,Felucca,False
1163,2208,0,Felucca,1165,2214,19,Felucca,False
1163,2204,60,Felucca,1171,2202,0,Felucca,False
5926,145,22,Felucca,5970,147,22,Felucca,False
5926,146,22,Felucca,5970,147,22,Felucca,False
5926,147,22,Felucca,5970,147,22,Felucca,False
5926,148,22,Felucca,5970,147,22,Felucca,False
5926,149,22,Felucca,5970,147,22,Felucca,False
5933,146,22,Felucca,5970,147,22,Felucca,False
5933,145,22,Felucca,5970,147,22,Felucca,False
5933,149,22,Felucca,5970,147,22,Felucca,False
5944,148,22,Felucca,5970,147,22,Felucca,False
5944,147,22,Felucca,5970,147,22,Felucca,False
5944,146,22,Felucca,5970,147,22,Felucca,False
5944,145,22,Felucca,5970,147,22,Felucca,False
5944,144,22,Felucca,5970,147,22,Felucca,False
5955,148,22,Felucca,5970,147,22,Felucca,False
5955,146,22,Felucca,5970,147,22,Felucca,False
5955,145,22,Felucca,5970,147,22,Felucca,False
5955,144,22,Felucca,5970,147,22,Felucca,False
5955,149,22,Felucca,5970,147,22,Felucca,False
5955,150,22,Felucca,5970,147,22,Felucca,False
5963,146,22,Felucca,5970,147,22,Felucca,False
5963,145,22,Felucca,5970,147,22,Felucca,False
5963,144,22,Felucca,5970,147,22,Felucca,False
5933,147,22,Felucca,5970,147,22,Felucca,False
5963,148,22,Felucca,5970,147,22,Felucca,False
5963,147,22,Felucca,5970,147,22,Felucca,False
6044,226,44,Felucca,6041,204,22,Felucca,False
6039,204,22,Felucca,6050,227,44,Felucca,False
6115,176,0,Felucca,6107,176,0,Felucca,False
6107,179,0,Felucca,6124,155,0,Felucca,False
1013,1433,0,Felucca,5138,2016,0,Felucca,False
1013,1434,0,Felucca,5138,2016,0,Felucca,False
5139,2015,0,Felucca,1014,1434,0,Felucca,False
5139,2016,0,Felucca,1014,1434,0,Felucca,False
5139,2017,0,Felucca,1014,1434,0,Felucca,False
5132,1946,0,Felucca,5332,1379,0,Felucca,False
5133,1946,0,Felucca,5332,1379,0,Felucca,False
5134,1946,0,Felucca,5332,1379,0,Felucca,False
5135,1946,0,Felucca,5332,1379,0,Felucca,False
5329,1381,10,Felucca,5134,1947,0,Felucca,False
5330,1381,10,Felucca,5134,1947,0,Felucca,False
5331,1381,10,Felucca,5134,1947,0,Felucca,False
5332,1381,10,Felucca,5134,1947,0,Felucca,False
5333,1381,10,Felucca,5134,1947,0,Felucca,False
5334,1381,10,Felucca,5134,1947,0,Felucca,False
5363,1289,4,Felucca,5272,2041,4,Felucca,False
5364,1289,4,Felucca,5272,2041,4,Felucca,False
5272,2043,4,Felucca,5363,1290,4,Felucca,False
5273,2043,4,Felucca,5363,1290,4,Felucca,False
5827,593,0,Felucca,5690,569,25,Felucca,False
5829,593,0,Felucca,5690,569,25,Felucca,False
5871,531,15,Felucca,5690,569,25,Felucca,False
5870,530,15,Felucca,5690,569,25,Felucca,False
5871,530,15,Felucca,5690,569,25,Felucca,False
5870,531,15,Felucca,5690,569,25,Felucca,False
5867,528,15,Felucca,5703,639,0,Felucca,False
5868,528,15,Felucca,5703,639,0,Felucca,False
5868,529,15,Felucca,5703,639,0,Felucca,False
5867,529,15,Felucca,5703,639,0,Felucca,False
5705,625,0,Felucca,5703,639,0,Felucca,False
5698,662,0,Felucca,5793,527,10,Felucca,False
5733,554,20,Felucca,5829,595,0,Felucca,False
5690,569,25,Felucca,5829,595,0,Felucca,False
5571,1299,0,Felucca,6012,3786,25,Felucca,False
5572,1299,0,Felucca,6013,3786,25,Felucca,False
6011,3787,22,Felucca,5570,1300,0,Felucca,False
6012,3787,20,Felucca,5571,1300,0,Felucca,False
6013,3787,20,Felucca,5572,1300,0,Felucca,False
6014,3787,21,Felucca,5573,1300,0,Felucca,False
5878,3817,-2,Felucca,5399,1289,0,Felucca,False
5878,3818,-2,Felucca,5399,1290,0,Felucca,False
5400,1288,0,Felucca,5879,3817,0,Felucca,False
5400,1289,0,Felucca,5879,3817,0,Felucca,False
5400,1290,0,Felucca,5879,3818,0,Felucca,False
5543,1355,0,Felucca,5572,1307,0,Felucca,False
5527,1340,0,Felucca,5412,1396,0,Felucca,False
5557,1317,0,Felucca,5396,1297,0,Felucca,False
5566,1337,0,Felucca,5620,1341,0,Felucca,False
5451,1360,5,Felucca,5435,1341,0,Felucca,False
5453,1360,5,Felucca,5436,1341,0,Felucca,False
6577,159,13,Felucca,6577,177,30,Felucca,False
6578,159,12,Felucca,6577,177,30,Felucca,False
6579,159,7,Felucca,6577,177,30,Felucca,False
6582,109,0,Felucca,6553,142,0,Felucca,False
6554,104,0,Felucca,6555,116,0,Felucca,False
6469,97,-50,Felucca,6503,88,0,Felucca,False
6568,77,-10,Felucca,6576,73,0,Felucca,False
6589,178,25,Felucca,6519,116,-20,Felucca,False
6540,116,-15,Felucca,6537,138,-20,Felucca,False
6540,117,-15,Felucca,6537,139,-20,Felucca,False
6488,849,40,Felucca,6587,867,0,Felucca,False
6488,850,41,Felucca,6587,868,0,Felucca,False
6575,889,0,Felucca,6473,869,20,Felucca,False
6574,889,0,Felucca,6472,869,20,Felucca,False
6588,867,0,Felucca,6489,849,39,Felucca,False
589,1637,0,Felucca,6575,888,0,Felucca,False
1714,2997,0,Felucca,6309,892,0,Felucca,False
1714,2996,0,Felucca,6309,891,0,Felucca,False
6310,893,0,Felucca,1715,2997,0,Felucca,False
6310,890,0,Felucca,1715,2996,0,Felucca,False
6310,892,0,Felucca,1715,2997,0,Felucca,False
6310,891,0,Felucca,1715,2996,0,Felucca,False
311,786,0,Felucca,5750,350,5,Felucca,False
311,786,-24,Felucca,314,784,0,Felucca,False
5443,2325,35,Felucca,5814,3548,0,Felucca,False
5996,2367,45,Felucca,5522,3921,37,Felucca,False
6053,2407,27,Felucca,5958,2345,25,Felucca,False
6080,2340,26,Felucca,6089,2400,24,Felucca,False
5503,3971,40,Felucca,5972,2418,26,Felucca,False
5731,3420,14,Felucca,5490,2348,20,Felucca,False
5265,683,0,Felucca,5606,802,60,Felucca,False
5265,669,0,Felucca,5876,1378,0,Felucca,False
5506,814,60,Felucca,5164,1009,0,Felucca,False
5506,817,60,Felucca,5201,1564,0,Felucca,False
5145,973,0,Felucca,5201,1564,0,Felucca,False
5140,973,0,Felucca,5331,707,0,Felucca,False
5682,1440,0,Felucca,5606,802,60,Felucca,False
5682,1437,0,Felucca,5164,1009,0,Felucca,False
5905,97,0,Felucca,5977,169,0,Felucca,False
5360,1540,0,Felucca,5876,1378,0,Felucca,False
5356,1540,0,Felucca,5331,707,0,Felucca,False
6972,802,28,Felucca,5905,21,44,Felucca,False
7049,709,28,Felucca,2923,3406,8,Felucca,False
5304,676,-20,Felucca,7109,1097,18,Felucca,False
7045,1090,-15,Felucca,5405,2640,-5,Felucca,False
6941,987,-15,Felucca,5524,3353,10,Felucca,False
7149,756,25,Felucca,974,419,-21,TerMur,True
7150,756,26,Felucca,975,419,-21,TerMur,True
7151,756,25,Felucca,976,419,-21,TerMur,True
7152,756,25,Felucca,977,419,-21,TerMur,True
6026,196,22,Felucca,6987,805,24,Felucca,False
6026,197,25,Felucca,6987,805,24,Felucca,False
5172,1589,-2,Felucca,5143,1774,0,Felucca,False
1037,579,-73,Ilshenar,1790,66,-26,Ilshenar,False
1037,580,-73,Ilshenar,1790,67,-26,Ilshenar,False
1037,581,-73,Ilshenar,1790,68,-26,Ilshenar,False
1038,578,-73,Ilshenar,1786,70,-26,Ilshenar,False
1038,579,-73,Ilshenar,1786,70,-26,Ilshenar,False
1038,581,-73,Ilshenar,1786,65,-26,Ilshenar,False
1038,582,-73,Ilshenar,1786,65,-26,Ilshenar,False
1039,578,-73,Ilshenar,1787,70,-26,Ilshenar,False
1039,582,-73,Ilshenar,1787,65,-26,Ilshenar,False
1040,578,-73,Ilshenar,1788,70,-26,Ilshenar,False
1040,579,-73,Ilshenar,1788,70,-26,Ilshenar,False
1040,581,-73,Ilshenar,1788,65,-26,Ilshenar,False
1040,582,-73,Ilshenar,1788,65,-26,Ilshenar,False
1041,581,-73,Ilshenar,1785,68,-26,Ilshenar,False
1041,580,-73,Ilshenar,1785,67,-26,Ilshenar,False
1041,579,-73,Ilshenar,1785,66,-26,Ilshenar,False
1786,66,-26,Ilshenar,1038,583,-78,Ilshenar,False
1786,67,-26,Ilshenar,1042,579,-78,Ilshenar,False
1786,68,-26,Ilshenar,1042,580,-78,Ilshenar,False
1786,69,-26,Ilshenar,1042,581,-78,Ilshenar,False
1787,66,-26,Ilshenar,1039,583,-78,Ilshenar,False
1788,66,-26,Ilshenar,1040,583,-78,Ilshenar,False
1789,66,-26,Ilshenar,1041,583,-78,Ilshenar,False
1787,69,-26,Ilshenar,1038,577,-78,Ilshenar,False
1788,69,-26,Ilshenar,1039,577,-78,Ilshenar,False
1789,67,-26,Ilshenar,1036,579,-78,Ilshenar,False
1789,68,-26,Ilshenar,1036,578,-78,Ilshenar,False
1789,69,-26,Ilshenar,1036,581,-78,Ilshenar,False
375,802,1,Malas,770,1209,25,Tokuno,False
412,1123,0,Malas,417,806,-1,Malas,False
411,1117,0,Malas,422,806,-1,Malas,False
421,1092,0,Malas,391,803,-1,Malas,False
412,1086,0,Malas,391,803,-1,Malas,False
389,704,-1,Malas,384,733,-1,Malas,False
426,780,-1,Malas,384,733,-1,Malas,False
331,769,-1,Malas,384,733,-1,Malas,False
355,745,-1,Malas,384,733,-1,Malas,False
330,706,-1,Malas,384,733,-1,Malas,False
391,777,-1,Malas,770,1209,25,Tokuno,False
407,254,2,Malas,428,318,2,Malas,False
408,254,2,Malas,428,318,2,Malas,False
409,254,2,Malas,428,318,2,Malas,False
427,321,2,Malas,422,327,-1,Malas,False
428,321,2,Malas,422,327,-1,Malas,False
429,321,2,Malas,422,327,-1,Malas,False
519,919,39,Termur,1125,1076,-117,Termur,False
520,919,39,Termur,1126,1076,-117,Termur,False
344,146,5,Termur,349,138,60,Termur,False
317,136,65,Termur,310,159,85,Termur,False
345,131,85,Termur,345,128,100,Termur,False
344,172,5,Termur,349,180,60,Termur,False
317,182,65,Termur,346,192,105,Termur,False
7149,756,25,Termur,511,585,9,Termur,False
7150,756,25,Termur,511,585,9,Termur,False
7151,756,25,Termur,511,585,9,Termur,False
7152,756,25,Termur,511,585,9,Termur,False
7153,756,25,Termur,511,585,9,Termur,False
79,379,5,Termur,52,389,65,Termur,False
52,389,65,Termur,79,379,5,Termur,False
52,343,65,Termur,80,338,85,Termur,False
80,338,85,Termur,52,343,64,Termur,False
45,366,85,Termur,81,399,105,Termur,False
81,399,105,Termur,45,366,85,Termur,False
40,366,105,Termur,79,353,5,Termur,False
79,353,5,Termur,40,366,105,Termur,False
79,577,5,Termur,52,587,65,Termur,False
52,587,65,Termur,79,577,5,Termur,False
52,541,65,Termur,80,536,85,Termur,False
80,536,85,Termur,52,541,64,Termur,False
45,564,85,Termur,81,597,105,Termur,False
81,597,105,Termur,45,564,85,Termur,False
40,564,105,Termur,79,551,5,Termur,False
79,551,5,Termur,40,564,105,Termur,False
79,785,5,Termur,52,795,65,Termur,False
52,795,65,Termur,79,785,5,Termur,False
52,749,65,Termur,80,744,85,Termur,False
80,744,85,Termur,52,749,64,Termur,False
45,772,85,Termur,81,805,105,Termur,False
81,805,105,Termur,45,772,85,Termur,False
40,772,105,Termur,79,759,5,Termur,False
79,759,5,Termur,40,772,105,Termur,False
644,3857,-43,Termur,594,3846,-31,Termur,False
594,3846,-31,Termur,644,3857,-43,Termur,False
1125,1215,5,Termur,4194,3261,5,Trammel,False
1126,1215,5,Termur,4194,3261,5,Trammel,False
1127,1215,5,Termur,4194,3261,5,Trammel,False
1128,1215,5,Termur,4194,3261,5,Trammel,False
1129,1215,5,Termur,4195,3261,5,Trammel,False
1130,1215,5,Termur,4195,3261,5,Trammel,False
1131,1215,5,Termur,4195,3261,5,Trammel,False
1006,1110,-42,Termur,1012,1071,-32,Termur,False
1006,1127,-42,Termur,1010,1144,-65,Termur,False
1010,1144,-65,Termur,1006,1127,-42,Termur,False
1012,1071,-32,Termur,1006,1110,-42,Termur,False
1042,1047,-33,Termur,1238,1151,-42,Termur,False
1238,1151,-42,Termur,1042,1047,-33,Termur,False
1206,1181,-47,Termur,1204,1181,-45,Termur,False
1202,1183,-45,Termur,1202,1185,-45,Termur,False
1198,1187,-45,Termur,1196,1187,-45,Termur,False
1183,1189,-44,Termur,1183,1187,-45,Termur,False
1183,1187,-45,Termur,1183,1189,-44,Termur,False
1183,1182,-47,Termur,1183,1180,-45,Termur,False
1183,1180,-45,Termur,1183,1182,-47,Termur,False
1184,1177,-47,Termur,1186,1177,-45,Termur,False
1186,1177,-45,Termur,1184,1177,-47,Termur,False
1187,1175,-45,Termur,1187,1173,-47,Termur,False
1187,1173,-47,Termur,1187,1175,-45,Termur,False
1203,1190,-74,Termur,1201,1190,-73,Termur,False
1201,1189,-71,Termur,1201,1186,-68,Termur,False
1200,1187,-66,Termur,1200,1190,-64,Termur,False
1197,1189,-58,Termur,1195,1189,-56,Termur,False
1192,1186,-40,Termur,1190,1186,-41,Termur,False
1190,1185,-40,Termur,1190,1183,-40,Termur,False
1186,1183,-40,Termur,1184,1183,-43,Termur,False
1187,1126,-42,Termur,1180,884,0,Termur,False
1180,885,0,Termur,1187,1127,-42,Termur,False
1162,1120,-42,Termur,1147,1089,-42,Termur,False
4194,3260,5,Termur,1128,1213,-2,Termur,False
4195,3260,5,Termur,1129,1213,-2,Termur,False
6577,159,13,Trammel,6577,177,30,Trammel,False
6578,159,12,Trammel,6577,177,30,Trammel,False
6579,159,7,Trammel,6577,177,30,Trammel,False
6582,109,0,Trammel,6553,142,0,Trammel,False
6554,104,0,Trammel,6555,116,0,Trammel,False
6469,97,-50,Trammel,6503,88,0,Trammel,False
6568,77,-10,Trammel,6576,73,0,Trammel,False
6589,178,25,Trammel,6519,116,-20,Trammel,False
6540,116,-15,Trammel,6537,138,-20,Trammel,False
6540,117,-15,Trammel,6537,139,-20,Trammel,False
6488,849,40,Trammel,6587,867,0,Trammel,False
6488,850,41,Trammel,6587,868,0,Trammel,False
6575,889,0,Trammel,6473,869,20,Trammel,False
6574,889,0,Trammel,6472,869,20,Trammel,False
6588,867,0,Trammel,6489,849,39,Trammel,False
589,1637,0,Trammel,6575,888,0,Trammel,False
1714,2997,0,Trammel,6309,892,0,Trammel,False
1714,2996,0,Trammel,6309,891,0,Trammel,False
6310,893,0,Trammel,1715,2997,0,Trammel,False
6310,890,0,Trammel,1715,2996,0,Trammel,False
6310,892,0,Trammel,1715,2997,0,Trammel,False
6310,891,0,Trammel,1715,2996,0,Trammel,False
6440,2677,20,Trammel,1477,1471,-8,Trammel,False
6440,2678,20,Trammel,1477,1472,-8,Trammel,False
6440,2679,20,Trammel,1477,1473,-8,Trammel,False
6440,2680,20,Trammel,1477,1474,-8,Trammel,False
6440,2681,20,Trammel,1477,1475,-8,Trammel,False
1477,1471,-8,Trammel,6432,2677,0,Trammel,False
1477,1472,-8,Trammel,6432,2678,0,Trammel,False
1477,1473,-8,Trammel,6432,2679,0,Trammel,False
1477,1474,-8,Trammel,6432,2680,0,Trammel,False
1477,1475,-8,Trammel,6432,2681,0,Trammel,False
5260,1841,0,Trammel,3613,2592,0,Trammel,False
311,786,0,Trammel,5750,350,5,Trammel,False
311,786,-24,Trammel,314,784,0,Trammel,False
4194,3260,5,Trammel,1127,1215,5,TerMur,False
4195,3260,5,Trammel,1129,1215,5,TerMur,False
